code,description,chapter,code_type,includes,excludes,code_system
Q10.1,Congenital ectropion,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q10.2,Congenital entropion,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q10.3,Other congenital malformations of eyelid,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q10.4,Absence and agenesis of lacrimal apparatus,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q10.5,Congenital stenosis and stricture of lacrimal duct,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q10.6,Other congenital malformations of lacrimal apparatus,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q10.7,Congenital malformation of orbit,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q11,"Anophthalmos, microphthalmos and macrophthalmos","Congenital Malformations, Deformations (Q00-Q99)",category,,,ICD-10-CM
Q11.0,Cystic eyeball,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q11.1,Other anophthalmos,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q11.2,Microphthalmos,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q11.3,Macrophthalmos,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q12,Congenital lens malformations,"Congenital Malformations, Deformations (Q00-Q99)",category,,,ICD-10-CM
Q12.0,Congenital cataract,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q12.1,Congenital displaced lens,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q12.2,Coloboma of lens,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q12.3,Congenital aphakia,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q12.4,Spherophakia,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q12.8,Other congenital lens malformations,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q12.9,"Congenital lens malformation, unspecified","Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q13,Congenital malformations of anterior segment of eye,"Congenital Malformations, Deformations (Q00-Q99)",category,,,ICD-10-CM
Q13.0,Coloboma of iris,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q13.1,Absence of iris,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q13.2,Other congenital malformations of iris,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q13.3,Congenital corneal opacity,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q13.4,Other congenital corneal malformations,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q13.5,Blue sclera,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q13.8,Other congenital malformations of anterior segment of eye,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q13.9,"Congenital malformation of anterior segment of eye, unspecified","Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q14,Congenital malformations of posterior segment of eye,"Congenital Malformations, Deformations (Q00-Q99)",category,,,ICD-10-CM
Q14.0,Congenital malformation of vitreous humour,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q14.1,Congenital malformation of retina,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q14.2,Congenital malformation of optic disc,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q14.3,Congenital malformation of choroid,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q14.8,Other congenital malformations of posterior segment of eye,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q14.9,"Congenital malformation of posterior segment of eye, unspecified","Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q15,Other congenital malformations of eye,"Congenital Malformations, Deformations (Q00-Q99)",category,,,ICD-10-CM
Q15.0,Congenital glaucoma,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q15.8,Other specified congenital malformations of eye,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q15.9,"Congenital malformation of eye, unspecified","Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q16,Congenital malformations of ear causing impairment of hearing,"Congenital Malformations, Deformations (Q00-Q99)",category,,,ICD-10-CM
Q16.0,Congenital absence of (ear) auricle,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q16.1,"Congenital absence, atresia and stricture of auditory canal (external)","Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q16.2,Absence of eustachian tube,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q16.3,Congenital malformation of ear ossicles,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q16.4,Other congenital malformations of middle ear,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q16.5,Congenital malformation of inner ear,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q16.9,"Congenital malformation of ear causing impairment of hearing, unspecified","Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q17,Other congenital malformations of ear,"Congenital Malformations, Deformations (Q00-Q99)",category,,,ICD-10-CM
Q17.0,Accessory auricle,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q17.1,Macrotia,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q17.2,Microtia,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q17.3,Other misshapen ear,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q17.4,Misplaced ear,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q17.5,Prominent ear,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q17.8,Other specified congenital malformations of ear,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q17.9,"Congenital malformation of ear, unspecified","Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q18,Other congenital malformations of face and neck,"Congenital Malformations, Deformations (Q00-Q99)",category,,,ICD-10-CM
Q18.0,"Sinus, fistula and cyst of branchial cleft","Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q18.1,Preauricular sinus and cyst,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q18.2,Other branchial cleft malformations,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q18.3,Webbing of neck,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q18.4,Macrostomia,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q18.5,Microstomia,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q18.6,Macrocheilia,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q18.7,Microcheilia,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
Q18.8,Other specified congenital malformations of face and neck,"Congenital Malformations, Deformations (Q00-Q99)",subcategory,,,ICD-10-CM
